supplier_id,year_month,on_time_delivery_pct,promised_lead_time_days,actual_lead_time_days,schedule_deviation_days
SPLR-020,2022-11,96.85,30,30,0
SPLR-021,2022-11,95.14,30,32,2
SPLR-022,2022-11,100.0,30,30,0
SPLR-023,2022-11,96.67,30,31,1
SPLR-024,2022-11,98.83,30,30,0
SPLR-025,2022-11,98.36,30,29,-1
SPLR-026,2022-11,99.99,30,32,2
SPLR-027,2022-11,96.03,30,26,-4
SPLR-028,2022-11,97.49,30,32,2
SPLR-029,2022-11,98.3,30,28,-2
SPLR-030,2022-11,98.52,30,29,-1
SPLR-031,2022-11,99.76,30,30,0
SPLR-032,2022-11,97.37,30,30,0
SPLR-033,2022-11,100.0,30,28,-2
SPLR-034,2022-11,98.81,30,29,-1
SPLR-035,2022-11,98.85,30,28,-2
SPLR-036,2022-11,98.22,30,33,3
SPLR-037,2022-11,96.13,30,26,-4
SPLR-038,2022-11,95.42,30,26,-4
SPLR-039,2022-11,99.19,30,25,-5
SPLR-040,2022-11,97.4,30,31,1
SPLR-041,2022-11,98.83,30,28,-2
SPLR-042,2022-11,98.38,30,30,0
SPLR-043,2022-11,97.55,30,29,-1
SPLR-044,2022-11,100.0,30,32,2
SPLR-045,2022-11,100.0,30,28,-2
SPLR-046,2022-11,97.83,30,26,-4
SPLR-047,2022-11,96.38,30,35,5
SPLR-048,2022-11,96.96,30,35,5
SPLR-049,2022-11,95.51,30,26,-4
SPLR-050,2022-11,97.32,30,29,-1
SPLR-051,2022-11,99.85,30,31,1
SPLR-052,2022-11,97.17,30,29,-1
SPLR-053,2022-11,97.36,30,27,-3
SPLR-054,2022-11,96.22,30,33,3
SPLR-055,2022-11,94.34,30,34,4
SPLR-056,2022-11,97.31,30,27,-3
SPLR-057,2022-11,99.48,30,34,4
SPLR-058,2022-11,100.0,30,31,1
SPLR-059,2022-11,100.0,30,24,-6
SPLR-060,2022-11,96.96,30,27,-3
SPLR-061,2022-11,100.0,30,28,-2
SPLR-062,2022-11,99.69,30,31,1
SPLR-063,2022-11,96.28,30,28,-2
SPLR-064,2022-11,100.0,30,27,-3
SPLR-065,2022-11,98.25,30,27,-3
SPLR-066,2022-11,97.37,30,29,-1
SPLR-067,2022-11,96.43,30,27,-3
SPLR-068,2022-11,98.57,30,27,-3
SPLR-069,2022-11,96.38,30,27,-3
SPLR-070,2022-11,97.84,30,32,2
SPLR-071,2022-11,100.0,30,27,-3
SPLR-072,2022-11,100.0,30,26,-4
SPLR-073,2022-11,100.0,30,27,-3
SPLR-074,2022-11,96.26,30,27,-3
SPLR-075,2022-11,97.9,30,31,1
SPLR-076,2022-11,99.34,30,27,-3
SPLR-077,2022-11,96.02,30,27,-3
SPLR-078,2022-11,97.78,30,29,-1
SPLR-079,2022-11,96.1,30,30,0
SPLR-080,2022-11,100.0,30,28,-2
SPLR-081,2022-11,97.13,30,31,1
SPLR-082,2022-11,96.88,30,32,2
SPLR-083,2022-11,96.56,30,35,5
SPLR-084,2022-11,98.69,30,28,-2
SPLR-085,2022-11,96.82,30,28,-2
SPLR-086,2022-11,100.0,30,26,-4
SPLR-087,2022-11,96.66,30,28,-2
SPLR-088,2022-11,97.97,30,29,-1
SPLR-089,2022-11,95.02,30,28,-2
SPLR-090,2022-11,97.8,30,28,-2
SPLR-091,2022-11,99.37,30,32,2
SPLR-092,2022-11,97.84,30,30,0
SPLR-093,2022-11,93.68,30,28,-2
SPLR-094,2022-11,100.0,30,28,-2
SPLR-095,2022-11,96.53,30,36,6
SPLR-096,2022-11,100.0,30,31,1
SPLR-097,2022-11,100.0,30,23,-7
SPLR-098,2022-11,96.42,30,28,-2
SPLR-099,2022-11,97.53,30,28,-2
SPLR-100,2022-11,92.9,30,31,1
SPLR-001,2022-12,91.55,27,28,1
SPLR-002,2022-12,88.89,27,21,-6
SPLR-003,2022-12,85.1,27,23,-4
SPLR-004,2022-12,92.27,27,22,-5
SPLR-005,2022-12,94.75,27,23,-4
SPLR-006,2022-12,90.76,27,19,-8
SPLR-007,2022-12,91.04,27,18,-9
SPLR-008,2022-12,91.85,27,26,-1
SPLR-009,2022-12,93.18,27,20,-7
SPLR-010,2022-12,90.79,27,25,-2
SPLR-011,2022-12,91.35,27,21,-6
SPLR-012,2022-12,85.68,27,25,-2
SPLR-013,2022-12,90.16,27,22,-5
SPLR-014,2022-12,91.99,27,23,-4
SPLR-015,2022-12,87.83,27,18,-9
SPLR-016,2022-12,88.21,27,31,4
SPLR-017,2022-12,91.91,27,24,-3
SPLR-018,2022-12,90.1,27,23,-4
SPLR-019,2022-12,92.8,27,22,-5
SPLR-020,2022-12,91.62,27,22,-5
SPLR-021,2022-12,94.34,27,26,-1
SPLR-022,2022-12,92.96,27,22,-5
SPLR-023,2022-12,92.58,27,23,-4
SPLR-024,2022-12,90.68,27,28,1
SPLR-025,2022-12,88.38,27,24,-3
SPLR-026,2022-12,91.34,27,25,-2
SPLR-027,2022-12,89.56,27,30,3
SPLR-028,2022-12,87.87,27,28,1
SPLR-029,2022-12,92.89,27,29,2
SPLR-030,2022-12,87.29,27,21,-6
SPLR-031,2022-12,93.45,27,18,-9
SPLR-032,2022-12,87.25,27,22,-5
SPLR-033,2022-12,90.85,27,28,1
SPLR-034,2022-12,90.09,27,22,-5
SPLR-035,2022-12,91.09,27,25,-2
SPLR-036,2022-12,91.35,27,23,-4
SPLR-037,2022-12,86.55,27,21,-6
SPLR-038,2022-12,93.3,27,24,-3
SPLR-039,2022-12,89.82,27,27,0
SPLR-040,2022-12,88.2,27,23,-4
SPLR-041,2022-12,90.74,27,22,-5
SPLR-042,2022-12,90.67,27,23,-4
SPLR-043,2022-12,87.67,27,24,-3
SPLR-044,2022-12,87.81,27,24,-3
SPLR-045,2022-12,93.21,27,23,-4
SPLR-046,2022-12,88.12,27,23,-4
SPLR-047,2022-12,88.8,27,25,-2
SPLR-048,2022-12,90.17,27,29,2
SPLR-049,2022-12,92.79,27,23,-4
SPLR-050,2022-12,91.9,27,22,-5
SPLR-051,2022-12,90.53,27,22,-5
SPLR-052,2022-12,92.0,27,28,1
SPLR-053,2022-12,92.06,27,26,-1
SPLR-054,2022-12,92.31,27,25,-2
SPLR-055,2022-12,88.19,27,29,2
SPLR-056,2022-12,94.07,27,23,-4
SPLR-057,2022-12,89.72,27,25,-2
SPLR-058,2022-12,91.57,27,23,-4
SPLR-059,2022-12,87.96,27,24,-3
SPLR-060,2022-12,91.57,27,26,-1
SPLR-061,2022-12,91.16,27,23,-4
SPLR-062,2022-12,92.45,27,24,-3
SPLR-063,2022-12,89.53,27,23,-4
SPLR-064,2022-12,86.97,27,23,-4
SPLR-065,2022-12,91.84,27,25,-2
SPLR-066,2022-12,93.51,27,23,-4
SPLR-067,2022-12,91.44,27,26,-1
SPLR-068,2022-12,95.15,27,24,-3
SPLR-069,2022-12,88.38,27,26,-1
SPLR-070,2022-12,94.2,27,23,-4
SPLR-071,2022-12,92.15,27,27,0
SPLR-072,2022-12,92.5,27,24,-3
SPLR-073,2022-12,89.07,27,23,-4
SPLR-074,2022-12,91.38,27,26,-1
SPLR-075,2022-12,91.13,27,22,-5
SPLR-076,2022-12,91.57,27,26,-1
SPLR-077,2022-12,91.22,27,21,-6
SPLR-078,2022-12,90.1,27,26,-1
SPLR-079,2022-12,87.7,27,17,-10
SPLR-080,2022-12,93.48,27,25,-2
SPLR-081,2022-12,91.68,27,20,-7
SPLR-082,2022-12,91.94,27,24,-3
SPLR-083,2022-12,87.3,27,28,1
SPLR-084,2022-12,90.78,27,22,-5
SPLR-085,2022-12,89.71,27,17,-10
SPLR-086,2022-12,91.65,27,24,-3
SPLR-087,2022-12,90.08,27,27,0
SPLR-088,2022-12,87.7,27,22,-5
SPLR-089,2022-12,88.76,27,23,-4
SPLR-090,2022-12,90.6,27,25,-2
SPLR-091,2022-12,89.77,27,21,-6
SPLR-092,2022-12,93.84,27,31,4
SPLR-093,2022-12,90.75,27,21,-6
SPLR-094,2022-12,93.42,27,19,-8
SPLR-095,2022-12,89.79,27,21,-6
SPLR-096,2022-12,88.15,27,23,-4
SPLR-097,2022-12,88.74,27,24,-3
SPLR-098,2022-12,90.52,27,22,-5
SPLR-099,2022-12,89.72,27,23,-4
SPLR-100,2022-12,92.08,27,23,-4
SPLR-001,2023-01,97.65,25,27,2
SPLR-002,2023-01,97.14,25,29,4
SPLR-003,2023-01,93.76,25,24,-1
SPLR-004,2023-01,99.53,25,24,-1
SPLR-005,2023-01,90.37,25,25,0
SPLR-006,2023-01,96.27,25,17,-8
SPLR-007,2023-01,98.67,25,23,-2
SPLR-008,2023-01,96.66,25,24,-1
SPLR-009,2023-01,93.42,25,22,-3
SPLR-010,2023-01,94.13,25,28,3
SPLR-011,2023-01,95.7,25,24,-1
SPLR-012,2023-01,94.13,25,29,4
SPLR-013,2023-01,98.93,25,29,4
SPLR-014,2023-01,96.98,25,26,1
SPLR-015,2023-01,93.57,25,24,-1
SPLR-016,2023-01,94.63,25,20,-5
SPLR-017,2023-01,98.11,25,23,-2
SPLR-018,2023-01,98.39,25,28,3
SPLR-019,2023-01,97.11,25,27,2
SPLR-020,2023-01,94.77,25,31,6
SPLR-021,2023-01,96.09,25,26,1
SPLR-022,2023-01,94.7,25,22,-3
SPLR-023,2023-01,96.95,25,26,1
SPLR-024,2023-01,94.42,25,21,-4
SPLR-025,2023-01,93.46,25,29,4
SPLR-026,2023-01,94.77,25,24,-1
SPLR-027,2023-01,98.9,25,22,-3
SPLR-028,2023-01,94.55,25,23,-2
SPLR-029,2023-01,99.24,25,31,6
SPLR-030,2023-01,97.5,25,28,3
SPLR-031,2023-01,94.84,25,31,6
SPLR-032,2023-01,96.54,25,28,3
SPLR-033,2023-01,95.79,25,24,-1
SPLR-034,2023-01,99.33,25,27,2
SPLR-035,2023-01,98.9,25,26,1
SPLR-036,2023-01,94.3,25,23,-2
SPLR-037,2023-01,96.21,25,23,-2
SPLR-038,2023-01,93.79,25,29,4
SPLR-039,2023-01,94.91,25,26,1
SPLR-040,2023-01,96.59,25,23,-2
SPLR-041,2023-01,98.9,25,22,-3
SPLR-042,2023-01,96.52,25,26,1
SPLR-043,2023-01,95.89,25,21,-4
SPLR-044,2023-01,97.74,25,27,2
SPLR-045,2023-01,94.65,25,27,2
SPLR-046,2023-01,96.75,25,21,-4
SPLR-047,2023-01,94.29,25,29,4
SPLR-048,2023-01,96.62,25,23,-2
SPLR-049,2023-01,94.28,25,24,-1
SPLR-050,2023-01,95.11,25,23,-2
SPLR-051,2023-01,92.52,25,29,4
SPLR-052,2023-01,97.94,25,21,-4
SPLR-053,2023-01,96.27,25,22,-3
SPLR-054,2023-01,95.48,25,24,-1
SPLR-055,2023-01,95.14,25,31,6
SPLR-056,2023-01,95.12,25,23,-2
SPLR-057,2023-01,94.47,25,28,3
SPLR-058,2023-01,92.7,25,23,-2
SPLR-059,2023-01,98.89,25,26,1
SPLR-060,2023-01,96.38,25,32,7
SPLR-061,2023-01,96.49,25,23,-2
SPLR-062,2023-01,95.44,25,22,-3
SPLR-063,2023-01,98.51,25,27,2
SPLR-064,2023-01,98.25,25,29,4
SPLR-065,2023-01,95.17,25,22,-3
SPLR-066,2023-01,95.9,25,23,-2
SPLR-067,2023-01,96.33,25,29,4
SPLR-068,2023-01,95.66,25,26,1
SPLR-069,2023-01,95.81,25,28,3
SPLR-070,2023-01,94.66,25,19,-6
SPLR-071,2023-01,96.94,25,28,3
SPLR-072,2023-01,96.89,25,23,-2
SPLR-073,2023-01,93.73,25,27,2
SPLR-074,2023-01,96.28,25,25,0
SPLR-075,2023-01,99.64,25,22,-3
SPLR-076,2023-01,99.55,25,25,0
SPLR-077,2023-01,92.33,25,25,0
SPLR-078,2023-01,97.92,25,24,-1
SPLR-079,2023-01,93.05,25,25,0
SPLR-080,2023-01,94.29,25,27,2
SPLR-081,2023-01,97.55,25,22,-3
SPLR-082,2023-01,94.59,25,27,2
SPLR-083,2023-01,94.28,25,22,-3
SPLR-084,2023-01,93.64,25,26,1
SPLR-085,2023-01,96.62,25,23,-2
SPLR-086,2023-01,96.01,25,30,5
SPLR-087,2023-01,94.05,25,19,-6
SPLR-088,2023-01,96.91,25,25,0
SPLR-089,2023-01,94.58,25,27,2
SPLR-090,2023-01,97.68,25,19,-6
SPLR-091,2023-01,94.69,25,32,7
SPLR-092,2023-01,97.17,25,27,2
SPLR-093,2023-01,98.35,25,25,0
SPLR-094,2023-01,97.59,25,27,2
SPLR-095,2023-01,97.08,25,24,-1
SPLR-096,2023-01,96.34,25,23,-2
SPLR-097,2023-01,96.03,25,22,-3
SPLR-098,2023-01,94.42,25,24,-1
SPLR-099,2023-01,94.11,25,24,-1
SPLR-100,2023-01,95.67,25,26,1
SPLR-001,2023-02,85.9,25,18,-7
SPLR-002,2023-02,86.67,25,22,-3
SPLR-003,2023-02,85.01,25,20,-5
SPLR-004,2023-02,84.64,25,23,-2
SPLR-005,2023-02,86.45,25,24,-1
SPLR-006,2023-02,84.08,25,21,-4
SPLR-007,2023-02,86.69,25,18,-7
SPLR-008,2023-02,83.36,25,20,-5
SPLR-009,2023-02,85.8,25,22,-3
SPLR-010,2023-02,83.54,25,15,-10
SPLR-011,2023-02,84.49,25,17,-8
SPLR-012,2023-02,81.02,25,16,-9
SPLR-013,2023-02,84.65,25,24,-1
SPLR-014,2023-02,84.08,25,20,-5
SPLR-015,2023-02,86.37,25,15,-10
SPLR-016,2023-02,85.04,25,19,-6
SPLR-017,2023-02,85.13,25,18,-7
SPLR-018,2023-02,82.36,25,20,-5
SPLR-019,2023-02,87.3,25,22,-3
SPLR-020,2023-02,82.98,25,15,-10
SPLR-021,2023-02,80.64,25,23,-2
SPLR-022,2023-02,82.09,25,19,-6
SPLR-023,2023-02,86.64,25,15,-10
SPLR-024,2023-02,86.98,25,19,-6
SPLR-025,2023-02,81.7,25,19,-6
SPLR-026,2023-02,82.55,25,21,-4
SPLR-027,2023-02,82.7,25,14,-11
SPLR-028,2023-02,83.56,25,15,-10
SPLR-029,2023-02,84.41,25,16,-9
SPLR-030,2023-02,83.02,25,20,-5
SPLR-031,2023-02,83.58,25,20,-5
SPLR-032,2023-02,85.36,25,16,-9
SPLR-033,2023-02,83.87,25,10,-15
SPLR-034,2023-02,84.49,25,19,-6
SPLR-035,2023-02,82.03,25,20,-5
SPLR-036,2023-02,86.35,25,18,-7
SPLR-037,2023-02,82.11,25,20,-5
SPLR-038,2023-02,81.33,25,18,-7
SPLR-039,2023-02,86.44,25,20,-5
SPLR-040,2023-02,80.24,25,14,-11
SPLR-041,2023-02,84.32,25,22,-3
SPLR-042,2023-02,80.76,25,21,-4
SPLR-043,2023-02,86.66,25,25,0
SPLR-044,2023-02,84.66,25,21,-4
SPLR-045,2023-02,79.73,25,26,1
SPLR-046,2023-02,82.85,25,17,-8
SPLR-047,2023-02,83.49,25,24,-1
SPLR-048,2023-02,88.42,25,20,-5
SPLR-049,2023-02,86.0,25,20,-5
SPLR-050,2023-02,81.92,25,24,-1
SPLR-051,2023-02,82.76,25,24,-1
SPLR-052,2023-02,86.6,25,21,-4
SPLR-053,2023-02,87.66,25,26,1
SPLR-054,2023-02,83.65,25,17,-8
SPLR-055,2023-02,80.27,25,26,1
SPLR-056,2023-02,83.12,25,23,-2
SPLR-057,2023-02,82.52,25,24,-1
SPLR-058,2023-02,82.6,25,16,-9
SPLR-059,2023-02,83.58,25,18,-7
SPLR-060,2023-02,85.19,25,19,-6
SPLR-061,2023-02,85.26,25,19,-6
SPLR-062,2023-02,82.67,25,18,-7
SPLR-063,2023-02,88.09,25,20,-5
SPLR-064,2023-02,80.03,25,18,-7
SPLR-065,2023-02,84.19,25,25,0
SPLR-066,2023-02,86.06,25,17,-8
SPLR-067,2023-02,88.84,25,19,-6
SPLR-068,2023-02,86.49,25,16,-9
SPLR-069,2023-02,79.2,25,15,-10
SPLR-070,2023-02,77.5,25,26,1
SPLR-071,2023-02,84.43,25,17,-8
SPLR-072,2023-02,84.91,25,20,-5
SPLR-073,2023-02,85.24,25,23,-2
SPLR-074,2023-02,83.42,25,17,-8
SPLR-075,2023-02,85.66,25,22,-3
SPLR-076,2023-02,84.2,25,26,1
SPLR-077,2023-02,83.12,25,17,-8
SPLR-078,2023-02,84.84,25,17,-8
SPLR-079,2023-02,84.99,25,17,-8
SPLR-080,2023-02,83.2,25,25,0
SPLR-081,2023-02,83.19,25,17,-8
SPLR-082,2023-02,86.34,25,16,-9
SPLR-083,2023-02,82.61,25,21,-4
SPLR-084,2023-02,85.88,25,23,-2
SPLR-085,2023-02,82.51,25,21,-4
SPLR-086,2023-02,83.07,25,18,-7
SPLR-087,2023-02,86.41,25,18,-7
SPLR-088,2023-02,84.56,25,20,-5
SPLR-089,2023-02,81.86,25,22,-3
SPLR-090,2023-02,85.12,25,14,-11
SPLR-091,2023-02,84.55,25,17,-8
SPLR-092,2023-02,86.19,25,15,-10
SPLR-093,2023-02,83.29,25,21,-4
SPLR-094,2023-02,84.11,25,22,-3
SPLR-095,2023-02,80.96,25,24,-1
SPLR-096,2023-02,85.05,25,24,-1
SPLR-097,2023-02,85.75,25,19,-6
SPLR-098,2023-02,81.43,25,18,-7
SPLR-099,2023-02,87.18,25,24,-1
SPLR-100,2023-02,82.76,25,11,-14
SPLR-001,2023-03,91.57,25,24,-1
SPLR-002,2023-03,91.5,25,27,2
SPLR-003,2023-03,93.75,25,28,3
SPLR-004,2023-03,92.89,25,20,-5
SPLR-005,2023-03,91.32,25,32,7
SPLR-006,2023-03,92.75,25,26,1
SPLR-007,2023-03,92.72,25,26,1
SPLR-008,2023-03,87.23,25,24,-1
SPLR-009,2023-03,91.92,25,29,4
SPLR-010,2023-03,92.1,25,20,-5
SPLR-011,2023-03,92.86,25,23,-2
SPLR-012,2023-03,89.57,25,23,-2
SPLR-013,2023-03,93.09,25,29,4
SPLR-014,2023-03,92.97,25,27,2
SPLR-015,2023-03,92.95,25,25,0
SPLR-016,2023-03,93.39,25,18,-7
SPLR-017,2023-03,92.22,25,22,-3
SPLR-018,2023-03,94.33,25,25,0
SPLR-019,2023-03,92.06,25,21,-4
SPLR-020,2023-03,94.03,25,27,2
SPLR-021,2023-03,93.11,25,23,-2
SPLR-022,2023-03,90.45,25,26,1
SPLR-023,2023-03,90.61,25,26,1
SPLR-024,2023-03,87.68,25,24,-1
SPLR-025,2023-03,95.59,25,26,1
SPLR-026,2023-03,92.33,25,31,6
SPLR-027,2023-03,87.33,25,23,-2
SPLR-028,2023-03,91.2,25,28,3
SPLR-029,2023-03,93.75,25,23,-2
SPLR-030,2023-03,94.0,25,24,-1
SPLR-031,2023-03,94.42,25,22,-3
SPLR-032,2023-03,91.75,25,24,-1
SPLR-033,2023-03,94.11,25,24,-1
SPLR-034,2023-03,91.92,25,27,2
SPLR-035,2023-03,93.09,25,28,3
SPLR-036,2023-03,92.42,25,24,-1
SPLR-037,2023-03,91.3,25,25,0
SPLR-038,2023-03,92.5,25,25,0
SPLR-039,2023-03,92.04,25,21,-4
SPLR-040,2023-03,93.33,25,26,1
SPLR-041,2023-03,94.0,25,25,0
SPLR-042,2023-03,88.52,25,24,-1
SPLR-043,2023-03,91.6,25,27,2
SPLR-044,2023-03,87.86,25,25,0
SPLR-045,2023-03,93.03,25,23,-2
SPLR-046,2023-03,92.15,25,23,-2
SPLR-047,2023-03,90.54,25,24,-1
SPLR-048,2023-03,90.58,25,27,2
SPLR-049,2023-03,90.53,25,22,-3
SPLR-050,2023-03,95.54,25,28,3
SPLR-051,2023-03,88.28,25,23,-2
SPLR-052,2023-03,92.48,25,26,1
SPLR-053,2023-03,89.02,25,29,4
SPLR-054,2023-03,93.65,25,27,2
SPLR-055,2023-03,94.71,25,27,2
SPLR-056,2023-03,92.9,25,30,5
SPLR-057,2023-03,94.2,25,23,-2
SPLR-058,2023-03,93.27,25,23,-2
SPLR-059,2023-03,93.01,25,27,2
SPLR-060,2023-03,89.23,25,25,0
SPLR-061,2023-03,92.53,25,24,-1
SPLR-062,2023-03,92.63,25,28,3
SPLR-063,2023-03,91.94,25,26,1
SPLR-064,2023-03,94.77,25,27,2
SPLR-065,2023-03,92.4,25,22,-3
SPLR-066,2023-03,93.34,25,26,1
SPLR-067,2023-03,94.57,25,25,0
SPLR-068,2023-03,88.37,25,20,-5
SPLR-069,2023-03,93.47,25,23,-2
SPLR-070,2023-03,92.87,25,26,1
SPLR-071,2023-03,91.67,25,25,0
SPLR-072,2023-03,90.27,25,25,0
SPLR-073,2023-03,90.83,25,24,-1
SPLR-074,2023-03,91.35,25,24,-1
SPLR-075,2023-03,93.84,25,25,0
SPLR-076,2023-03,94.05,25,30,5
SPLR-077,2023-03,93.71,25,27,2
SPLR-078,2023-03,92.65,25,28,3
SPLR-079,2023-03,92.18,25,28,3
SPLR-080,2023-03,93.23,25,24,-1
SPLR-081,2023-03,93.79,25,25,0
SPLR-082,2023-03,91.79,25,24,-1
SPLR-083,2023-03,92.33,25,28,3
SPLR-084,2023-03,93.78,25,26,1
SPLR-085,2023-03,93.2,25,29,4
SPLR-086,2023-03,91.7,25,22,-3
SPLR-087,2023-03,94.6,25,24,-1
SPLR-088,2023-03,90.62,25,20,-5
SPLR-089,2023-03,93.14,25,20,-5
SPLR-090,2023-03,90.5,25,27,2
SPLR-091,2023-03,93.44,25,23,-2
SPLR-092,2023-03,91.73,25,23,-2
SPLR-093,2023-03,90.9,25,26,1
SPLR-094,2023-03,91.0,25,24,-1
SPLR-095,2023-03,89.07,25,29,4
SPLR-096,2023-03,93.02,25,28,3
SPLR-097,2023-03,94.58,25,23,-2
SPLR-098,2023-03,91.28,25,19,-6
SPLR-099,2023-03,98.28,25,25,0
SPLR-100,2023-03,94.08,25,21,-4
SPLR-001,2023-04,92.53,27,33,6
SPLR-002,2023-04,90.42,27,24,-3
SPLR-003,2023-04,90.26,27,20,-7
SPLR-004,2023-04,90.46,27,29,2
SPLR-005,2023-04,90.46,27,26,-1
SPLR-006,2023-04,91.59,27,29,2
SPLR-007,2023-04,87.22,27,27,0
SPLR-008,2023-04,95.41,27,23,-4
SPLR-009,2023-04,90.37,27,33,6
SPLR-010,2023-04,92.74,27,25,-2
SPLR-011,2023-04,90.95,27,27,0
SPLR-012,2023-04,89.04,27,27,0
SPLR-013,2023-04,89.98,27,27,0
SPLR-014,2023-04,89.04,27,23,-4
SPLR-015,2023-04,90.45,27,32,5
SPLR-016,2023-04,90.7,27,26,-1
SPLR-017,2023-04,92.04,27,27,0
SPLR-018,2023-04,94.27,27,27,0
SPLR-019,2023-04,91.94,27,25,-2
SPLR-020,2023-04,91.54,27,28,1
SPLR-021,2023-04,90.42,27,25,-2
SPLR-022,2023-04,89.26,27,28,1
SPLR-023,2023-04,91.79,27,27,0
SPLR-024,2023-04,91.11,27,27,0
SPLR-025,2023-04,90.73,27,26,-1
SPLR-026,2023-04,90.57,27,35,8
SPLR-027,2023-04,91.16,27,29,2
SPLR-028,2023-04,91.41,27,26,-1
SPLR-029,2023-04,93.12,27,26,-1
SPLR-030,2023-04,92.65,27,26,-1
SPLR-031,2023-04,88.62,27,28,1
SPLR-032,2023-04,88.33,27,29,2
SPLR-033,2023-04,88.15,27,26,-1
SPLR-034,2023-04,87.67,27,35,8
SPLR-035,2023-04,87.23,27,27,0
SPLR-036,2023-04,92.82,27,30,3
SPLR-037,2023-04,92.24,27,26,-1
SPLR-038,2023-04,93.24,27,30,3
SPLR-039,2023-04,90.96,27,28,1
SPLR-040,2023-04,89.93,27,24,-3
SPLR-041,2023-04,93.01,27,31,4
SPLR-042,2023-04,88.77,27,27,0
SPLR-043,2023-04,90.25,27,27,0
SPLR-044,2023-04,90.66,27,30,3
SPLR-045,2023-04,89.04,27,24,-3
SPLR-046,2023-04,93.01,27,26,-1
SPLR-047,2023-04,88.01,27,26,-1
SPLR-048,2023-04,89.88,27,32,5
SPLR-049,2023-04,92.39,27,30,3
SPLR-050,2023-04,92.18,27,30,3
SPLR-051,2023-04,89.16,27,26,-1
SPLR-052,2023-04,88.56,27,26,-1
SPLR-053,2023-04,91.9,27,27,0
SPLR-054,2023-04,93.16,27,24,-3
SPLR-055,2023-04,91.54,27,23,-4
SPLR-056,2023-04,90.72,27,29,2
SPLR-057,2023-04,90.11,27,29,2
SPLR-058,2023-04,88.62,27,22,-5
SPLR-059,2023-04,91.65,27,32,5
SPLR-060,2023-04,88.54,27,31,4
SPLR-061,2023-04,90.62,27,23,-4
SPLR-062,2023-04,88.27,27,27,0
SPLR-063,2023-04,89.73,27,23,-4
SPLR-064,2023-04,87.15,27,24,-3
SPLR-065,2023-04,90.92,27,27,0
SPLR-066,2023-04,89.53,27,28,1
SPLR-067,2023-04,92.62,27,28,1
SPLR-068,2023-04,90.29,27,30,3
SPLR-069,2023-04,88.62,27,26,-1
SPLR-070,2023-04,90.13,27,23,-4
SPLR-071,2023-04,89.7,27,21,-6
SPLR-072,2023-04,94.36,27,24,-3
SPLR-073,2023-04,93.71,27,27,0
SPLR-074,2023-04,91.67,27,26,-1
SPLR-075,2023-04,90.95,27,29,2
SPLR-076,2023-04,91.87,27,29,2
SPLR-077,2023-04,89.8,27,26,-1
SPLR-078,2023-04,87.35,27,29,2
SPLR-079,2023-04,92.7,27,32,5
SPLR-080,2023-04,91.15,27,25,-2
SPLR-081,2023-04,87.14,27,30,3
SPLR-082,2023-04,86.94,27,26,-1
SPLR-083,2023-04,90.09,27,27,0
SPLR-084,2023-04,90.61,27,27,0
SPLR-085,2023-04,85.71,27,27,0
SPLR-086,2023-04,86.08,27,29,2
SPLR-087,2023-04,89.43,27,21,-6
SPLR-088,2023-04,88.91,27,25,-2
SPLR-089,2023-04,92.92,27,28,1
SPLR-090,2023-04,91.22,27,31,4
SPLR-091,2023-04,90.34,27,29,2
SPLR-092,2023-04,91.9,27,23,-4
SPLR-093,2023-04,93.48,27,23,-4
SPLR-094,2023-04,92.37,27,22,-5
SPLR-095,2023-04,91.74,27,33,6
SPLR-096,2023-04,90.11,27,26,-1
SPLR-097,2023-04,91.76,27,26,-1
SPLR-098,2023-04,94.17,27,28,1
SPLR-099,2023-04,89.9,27,25,-2
SPLR-100,2023-04,88.67,27,25,-2
SPLR-001,2023-05,89.3,30,28,-2
SPLR-002,2023-05,88.68,30,36,6
SPLR-003,2023-05,87.94,30,30,0
SPLR-004,2023-05,91.19,30,31,1
SPLR-005,2023-05,89.88,30,29,-1
SPLR-006,2023-05,90.9,30,30,0
SPLR-007,2023-05,89.48,30,25,-5
SPLR-008,2023-05,89.06,30,26,-4
SPLR-009,2023-05,88.67,30,30,0
SPLR-010,2023-05,90.72,30,35,5
SPLR-011,2023-05,88.93,30,32,2
SPLR-012,2023-05,90.61,30,33,3
SPLR-013,2023-05,91.15,30,26,-4
SPLR-014,2023-05,86.55,30,30,0
SPLR-015,2023-05,88.94,30,27,-3
SPLR-016,2023-05,87.46,30,30,0
SPLR-017,2023-05,93.02,30,28,-2
SPLR-018,2023-05,91.18,30,29,-1
SPLR-019,2023-05,87.42,30,32,2
SPLR-020,2023-05,87.81,30,30,0
SPLR-021,2023-05,89.32,30,32,2
SPLR-022,2023-05,87.88,30,31,1
SPLR-023,2023-05,88.32,30,28,-2
SPLR-024,2023-05,82.73,30,36,6
SPLR-025,2023-05,91.1,30,27,-3
SPLR-026,2023-05,87.75,30,28,-2
SPLR-027,2023-05,91.43,30,24,-6
SPLR-028,2023-05,89.72,30,35,5
SPLR-029,2023-05,87.73,30,30,0
SPLR-030,2023-05,94.41,30,31,1
SPLR-031,2023-05,90.25,30,31,1
SPLR-032,2023-05,89.2,30,33,3
SPLR-033,2023-05,89.2,30,24,-6
SPLR-034,2023-05,89.22,30,27,-3
SPLR-035,2023-05,89.44,30,29,-1
