supplier_id,category,year_month,defect_rate_ppm,rework_percentage,ncr_count
SPLR-087,Tier 2,2022-09,869.76,29.17,2
SPLR-088,Tier 3,2022-09,1056.68,20.13,0
SPLR-089,Tier 3,2022-09,1110.1,30.5,0
SPLR-090,Tier 3,2022-09,982.66,24.55,2
SPLR-091,Tier 2,2022-09,1000.56,28.75,3
SPLR-092,Tier 2,2022-09,1270.37,22.37,0
SPLR-093,Tier 2,2022-09,1156.37,34.19,0
SPLR-094,Tier 1,2022-09,770.33,23.52,2
SPLR-095,Tier 2,2022-09,1284.58,33.55,1
SPLR-096,Tier 3,2022-09,1062.06,24.16,1
SPLR-097,Tier 2,2022-09,1096.02,30.81,0
SPLR-098,Tier 1,2022-09,1152.26,30.82,0
SPLR-099,Tier 2,2022-09,1290.36,27.51,2
SPLR-100,Tier 1,2022-09,780.85,21.56,4
SPLR-001,Tier 3,2022-10,1447.46,31.57,0
SPLR-002,Tier 1,2022-10,901.32,28.91,1
SPLR-003,Tier 2,2022-10,1033.32,12.99,3
SPLR-004,Tier 3,2022-10,1635.9,25.54,0
SPLR-005,Tier 1,2022-10,946.63,18.4,1
SPLR-006,Tier 3,2022-10,1001.63,21.54,1
SPLR-007,Tier 1,2022-10,839.82,24.58,2
SPLR-008,Tier 2,2022-10,1042.99,25.03,0
SPLR-009,Tier 1,2022-10,1023.56,21.24,3
SPLR-010,Tier 2,2022-10,1051.45,28.36,0
SPLR-011,Tier 2,2022-10,922.4,26.34,0
SPLR-012,Tier 2,2022-10,1314.03,25.11,1
SPLR-013,Tier 3,2022-10,952.46,17.43,0
SPLR-014,Tier 2,2022-10,1257.31,24.09,2
SPLR-015,Tier 3,2022-10,991.96,25.73,0
SPLR-016,Tier 3,2022-10,1110.9,21.93,1
SPLR-017,Tier 2,2022-10,931.42,13.95,1
SPLR-018,Tier 1,2022-10,1423.93,22.55,0
SPLR-019,Tier 1,2022-10,1039.25,21.75,4
SPLR-020,Tier 3,2022-10,1123.37,28.79,2
SPLR-021,Tier 3,2022-10,880.55,25.54,0
SPLR-022,Tier 2,2022-10,796.91,21.77,1
SPLR-023,Tier 3,2022-10,760.1,28.66,1
SPLR-024,Tier 3,2022-10,1178.2,29.23,0
SPLR-025,Tier 3,2022-10,872.66,29.6,0
SPLR-026,Tier 3,2022-10,1031.61,32.17,2
SPLR-027,Tier 3,2022-10,1056.36,29.05,0
SPLR-028,Tier 1,2022-10,777.25,30.86,3
SPLR-029,Tier 1,2022-10,1033.94,18.93,1
SPLR-030,Tier 1,2022-10,909.49,22.85,0
SPLR-031,Tier 1,2022-10,1370.74,31.98,1
SPLR-032,Tier 3,2022-10,798.88,20.97,1
SPLR-033,Tier 3,2022-10,866.27,22.04,1
SPLR-034,Tier 2,2022-10,935.24,27.12,1
SPLR-035,Tier 3,2022-10,1194.31,25.03,0
SPLR-036,Tier 3,2022-10,887.81,23.19,0
SPLR-037,Tier 1,2022-10,1032.91,32.99,2
SPLR-038,Tier 3,2022-10,1064.17,26.14,1
SPLR-039,Tier 3,2022-10,819.86,17.57,0
SPLR-040,Tier 1,2022-10,872.61,25.71,4
SPLR-041,Tier 3,2022-10,893.39,20.63,0
SPLR-042,Tier 3,2022-10,1049.93,22.64,0
SPLR-043,Tier 1,2022-10,1094.25,27.47,2
SPLR-044,Tier 1,2022-10,1573.17,20.4,4
SPLR-045,Tier 2,2022-10,1541.33,30.64,0
SPLR-046,Tier 3,2022-10,995.15,24.47,0
SPLR-047,Tier 3,2022-10,822.11,26.2,3
SPLR-048,Tier 2,2022-10,1013.9,26.4,1
SPLR-049,Tier 3,2022-10,1058.21,19.14,1
SPLR-050,Tier 1,2022-10,1133.24,30.23,1
SPLR-051,Tier 3,2022-10,1214.62,21.37,0
SPLR-052,Tier 3,2022-10,736.31,40.69,0
SPLR-053,Tier 1,2022-10,1342.28,23.32,3
SPLR-054,Tier 3,2022-10,1335.48,23.98,1
SPLR-055,Tier 3,2022-10,1056.18,30.02,0
SPLR-056,Tier 3,2022-10,1218.15,25.97,0
SPLR-057,Tier 1,2022-10,1540.32,23.79,2
SPLR-058,Tier 3,2022-10,908.3,18.1,1
SPLR-059,Tier 3,2022-10,1285.23,27.57,0
SPLR-060,Tier 2,2022-10,1187.6,28.58,0
SPLR-061,Tier 2,2022-10,1250.32,28.77,3
SPLR-062,Tier 2,2022-10,1077.09,20.59,0
SPLR-063,Tier 3,2022-10,805.12,16.84,0
SPLR-064,Tier 2,2022-10,938.14,23.46,2
SPLR-065,Tier 3,2022-10,1088.17,28.04,0
SPLR-066,Tier 3,2022-10,1082.49,20.91,1
SPLR-067,Tier 1,2022-10,809.89,21.19,1
SPLR-068,Tier 3,2022-10,1256.89,24.03,0
SPLR-069,Tier 3,2022-10,819.7,24.34,2
SPLR-070,Tier 3,2022-10,1383.25,18.46,0
SPLR-071,Tier 3,2022-10,1083.81,30.02,0
SPLR-072,Tier 2,2022-10,1497.44,31.19,0
SPLR-073,Tier 3,2022-10,886.66,28.91,1
SPLR-074,Tier 3,2022-10,1129.43,31.85,0
SPLR-075,Tier 2,2022-10,1161.62,22.46,0
SPLR-076,Tier 3,2022-10,777.57,24.86,0
SPLR-077,Tier 3,2022-10,984.65,25.76,1
SPLR-078,Tier 2,2022-10,1082.3,24.95,0
SPLR-079,Tier 2,2022-10,1285.69,19.84,0
SPLR-080,Tier 3,2022-10,1255.89,20.66,0
SPLR-081,Tier 2,2022-10,1030.27,21.11,0
SPLR-082,Tier 3,2022-10,993.19,29.37,2
SPLR-083,Tier 3,2022-10,1038.98,28.78,1
SPLR-084,Tier 1,2022-10,1069.54,34.91,3
SPLR-085,Tier 3,2022-10,1189.14,20.92,2
SPLR-086,Tier 2,2022-10,1099.7,25.99,0
SPLR-087,Tier 2,2022-10,1122.67,23.58,1
SPLR-088,Tier 3,2022-10,1164.88,24.38,0
SPLR-089,Tier 2,2022-10,834.15,13.52,0
SPLR-090,Tier 1,2022-10,840.08,17.92,0
SPLR-091,Tier 3,2022-10,997.31,32.26,2
SPLR-092,Tier 1,2022-10,1012.29,35.52,2
SPLR-093,Tier 2,2022-10,817.78,29.09,0
SPLR-094,Tier 3,2022-10,1361.94,29.05,0
SPLR-095,Tier 2,2022-10,873.32,33.21,1
SPLR-096,Tier 3,2022-10,1019.98,28.02,0
SPLR-097,Tier 3,2022-10,790.22,25.6,1
SPLR-098,Tier 2,2022-10,821.99,19.33,0
SPLR-099,Tier 1,2022-10,1038.55,20.03,2
SPLR-100,Tier 3,2022-10,1067.26,25.08,0
SPLR-001,Tier 1,2022-11,1086.65,27.74,3
SPLR-002,Tier 3,2022-11,1171.31,25.1,0
SPLR-003,Tier 2,2022-11,1036.84,25.96,0
SPLR-004,Tier 3,2022-11,1102.32,32.75,0
SPLR-005,Tier 3,2022-11,1293.49,18.24,2
SPLR-006,Tier 3,2022-11,1116.62,26.22,1
SPLR-007,Tier 2,2022-11,810.86,20.86,0
SPLR-008,Tier 3,2022-11,946.51,21.01,0
SPLR-009,Tier 1,2022-11,1048.47,33.31,0
SPLR-010,Tier 2,2022-11,1192.33,25.26,0
SPLR-011,Tier 3,2022-11,862.25,21.92,0
SPLR-012,Tier 2,2022-11,1150.45,20.03,2
SPLR-013,Tier 3,2022-11,1184.0,30.7,0
SPLR-014,Tier 2,2022-11,876.38,29.24,0
SPLR-015,Tier 3,2022-11,1037.53,27.33,0
SPLR-016,Tier 2,2022-11,1148.63,28.1,0
SPLR-017,Tier 3,2022-11,930.94,35.45,0
SPLR-018,Tier 2,2022-11,1089.67,27.92,0
SPLR-019,Tier 3,2022-11,1558.91,25.03,0
SPLR-020,Tier 2,2022-11,1259.62,21.91,1
SPLR-021,Tier 2,2022-11,977.64,24.58,0
SPLR-022,Tier 1,2022-11,837.15,23.67,0
SPLR-023,Tier 1,2022-11,1173.3,26.86,2
SPLR-024,Tier 1,2022-11,811.27,27.31,2
SPLR-025,Tier 3,2022-11,1114.49,25.21,0
SPLR-026,Tier 3,2022-11,1168.66,25.1,1
SPLR-027,Tier 1,2022-11,1498.48,24.05,2
SPLR-028,Tier 2,2022-11,1128.53,18.98,2
SPLR-029,Tier 2,2022-11,863.77,28.02,0
SPLR-030,Tier 3,2022-11,1177.9,28.57,0
SPLR-031,Tier 3,2022-11,1000.29,24.67,0
SPLR-032,Tier 3,2022-11,937.5,26.69,0
SPLR-033,Tier 2,2022-11,1237.7,24.09,1
SPLR-034,Tier 1,2022-11,962.65,31.61,5
SPLR-035,Tier 1,2022-11,956.55,28.95,2
SPLR-036,Tier 2,2022-11,952.17,22.01,1
SPLR-037,Tier 1,2022-11,821.85,25.16,0
SPLR-038,Tier 1,2022-11,1005.66,28.43,4
SPLR-039,Tier 3,2022-11,935.99,29.79,0
SPLR-040,Tier 2,2022-11,1045.97,29.61,2
SPLR-041,Tier 3,2022-11,1165.11,18.37,0
SPLR-042,Tier 3,2022-11,1269.97,22.9,0
SPLR-043,Tier 3,2022-11,1084.43,28.55,0
SPLR-044,Tier 1,2022-11,1170.94,27.02,3
SPLR-045,Tier 3,2022-11,785.29,26.6,0
SPLR-046,Tier 2,2022-11,1225.72,12.21,0
SPLR-047,Tier 3,2022-11,889.56,19.57,0
SPLR-048,Tier 3,2022-11,1347.96,29.1,1
SPLR-049,Tier 2,2022-11,893.57,19.01,2
SPLR-050,Tier 2,2022-11,1246.48,23.74,3
SPLR-051,Tier 1,2022-11,1480.89,29.89,0
SPLR-052,Tier 1,2022-11,1497.89,26.92,1
SPLR-053,Tier 3,2022-11,1199.1,25.53,0
SPLR-054,Tier 2,2022-11,1216.96,17.48,0
SPLR-055,Tier 3,2022-11,1289.24,29.02,0
SPLR-056,Tier 2,2022-11,1551.08,40.55,1
SPLR-057,Tier 1,2022-11,1191.77,29.44,5
SPLR-058,Tier 3,2022-11,1259.03,21.91,0
SPLR-059,Tier 1,2022-11,856.21,18.89,6
SPLR-060,Tier 1,2022-11,888.85,23.06,3
SPLR-061,Tier 3,2022-11,823.09,23.21,1
SPLR-062,Tier 2,2022-11,1184.52,25.25,0
SPLR-063,Tier 3,2022-11,1502.5,25.2,1
SPLR-064,Tier 1,2022-11,1130.87,31.93,1
SPLR-065,Tier 3,2022-11,884.78,19.94,1
SPLR-066,Tier 3,2022-11,962.65,28.86,1
SPLR-067,Tier 3,2022-11,1095.96,21.8,0
SPLR-068,Tier 2,2022-11,898.89,18.24,1
SPLR-069,Tier 3,2022-11,966.15,32.67,0
SPLR-070,Tier 2,2022-11,953.28,29.66,1
SPLR-071,Tier 2,2022-11,1001.1,24.18,1
SPLR-072,Tier 3,2022-11,1389.9,30.73,1
SPLR-073,Tier 3,2022-11,1423.66,22.53,0
SPLR-074,Tier 2,2022-11,909.59,20.21,2
SPLR-075,Tier 3,2022-11,851.72,25.39,1
SPLR-076,Tier 3,2022-11,1421.93,21.93,1
SPLR-077,Tier 3,2022-11,886.2,16.69,0
SPLR-078,Tier 3,2022-11,1066.09,17.75,0
SPLR-079,Tier 2,2022-11,1284.15,18.57,2
SPLR-080,Tier 2,2022-11,980.65,23.64,2
SPLR-081,Tier 3,2022-11,1341.3,30.07,1
SPLR-082,Tier 1,2022-11,1218.09,17.32,2
SPLR-083,Tier 1,2022-11,1195.43,26.7,1
SPLR-084,Tier 1,2022-11,1307.25,30.85,1
SPLR-085,Tier 1,2022-11,821.13,27.57,4
SPLR-086,Tier 2,2022-11,926.04,24.3,2
SPLR-087,Tier 3,2022-11,1000.28,16.97,1
SPLR-088,Tier 2,2022-11,1483.75,31.91,1
SPLR-089,Tier 2,2022-11,988.41,26.32,0
SPLR-090,Tier 3,2022-11,1154.68,27.84,0
SPLR-091,Tier 3,2022-11,939.6,21.55,0
SPLR-092,Tier 2,2022-11,1471.87,23.5,2
SPLR-093,Tier 3,2022-11,1184.31,27.36,1
SPLR-094,Tier 3,2022-11,1180.59,18.81,1
SPLR-095,Tier 3,2022-11,943.08,25.19,0
SPLR-096,Tier 3,2022-11,1112.7,28.83,0
SPLR-097,Tier 3,2022-11,939.23,18.09,1
SPLR-098,Tier 3,2022-11,1038.12,32.27,1
SPLR-099,Tier 2,2022-11,970.24,33.6,1
SPLR-100,Tier 3,2022-11,980.14,29.3,0
SPLR-001,Tier 3,2022-12,955.56,25.02,0
SPLR-002,Tier 3,2022-12,990.17,32.22,1
SPLR-003,Tier 3,2022-12,1029.16,23.6,0
SPLR-004,Tier 1,2022-12,1193.54,19.81,3
SPLR-005,Tier 1,2022-12,902.4,19.41,1
SPLR-006,Tier 2,2022-12,735.1,27.66,0
SPLR-007,Tier 3,2022-12,1180.51,27.74,0
SPLR-008,Tier 3,2022-12,880.26,18.18,0
SPLR-009,Tier 2,2022-12,1038.32,20.74,1
SPLR-010,Tier 1,2022-12,1156.41,23.43,5
SPLR-011,Tier 3,2022-12,1178.76,20.37,0
SPLR-012,Tier 3,2022-12,897.66,28.72,0
SPLR-013,Tier 3,2022-12,1290.5,29.59,0
SPLR-014,Tier 3,2022-12,1028.78,27.12,0
SPLR-015,Tier 2,2022-12,1040.72,23.46,1
SPLR-016,Tier 1,2022-12,844.18,22.18,2
SPLR-017,Tier 1,2022-12,742.12,32.06,3
SPLR-018,Tier 2,2022-12,1082.34,18.51,1
SPLR-019,Tier 2,2022-12,1194.87,36.1,0
SPLR-020,Tier 2,2022-12,915.9,26.28,0
SPLR-021,Tier 1,2022-12,1170.26,20.97,1
SPLR-022,Tier 3,2022-12,1056.78,25.88,0
SPLR-023,Tier 3,2022-12,1025.32,24.75,1
SPLR-024,Tier 3,2022-12,1736.18,19.44,1
SPLR-025,Tier 3,2022-12,1138.44,33.79,2
SPLR-026,Tier 3,2022-12,742.96,24.07,1
SPLR-027,Tier 3,2022-12,1149.39,23.51,1
SPLR-028,Tier 2,2022-12,1046.82,21.51,2
SPLR-029,Tier 1,2022-12,1261.19,13.77,1
SPLR-030,Tier 3,2022-12,970.09,26.06,0
SPLR-031,Tier 2,2022-12,1026.23,31.73,2
SPLR-032,Tier 3,2022-12,965.09,19.05,0
SPLR-033,Tier 3,2022-12,1046.41,21.91,0
SPLR-034,Tier 1,2022-12,1272.3,31.37,1
SPLR-035,Tier 3,2022-12,1217.19,19.31,0
SPLR-036,Tier 3,2022-12,1135.96,32.57,0
SPLR-037,Tier 2,2022-12,1175.29,32.28,3
SPLR-038,Tier 1,2022-12,1165.26,20.69,2
SPLR-039,Tier 2,2022-12,1112.11,24.41,3
SPLR-040,Tier 2,2022-12,1246.65,26.55,1
SPLR-041,Tier 3,2022-12,1064.37,18.91,1
SPLR-042,Tier 3,2022-12,965.97,19.96,0
SPLR-043,Tier 2,2022-12,1012.31,17.97,2
SPLR-044,Tier 3,2022-12,1126.52,22.6,0
SPLR-045,Tier 2,2022-12,1186.69,30.15,1
SPLR-046,Tier 3,2022-12,888.81,29.45,1
SPLR-047,Tier 3,2022-12,875.5,20.52,0
SPLR-048,Tier 3,2022-12,901.5,28.51,0
SPLR-049,Tier 2,2022-12,1261.13,18.84,3
SPLR-050,Tier 2,2022-12,1134.3,22.31,1
SPLR-051,Tier 2,2022-12,1152.7,17.18,0
SPLR-052,Tier 3,2022-12,866.12,30.82,2
SPLR-053,Tier 2,2022-12,1149.67,26.58,0
SPLR-054,Tier 3,2022-12,952.65,25.63,0
SPLR-055,Tier 3,2022-12,1240.52,28.06,2
SPLR-056,Tier 3,2022-12,1063.42,22.48,0
SPLR-057,Tier 3,2022-12,1074.61,24.33,1
SPLR-058,Tier 2,2022-12,1315.39,18.44,0
SPLR-059,Tier 1,2022-12,1376.84,28.15,0
SPLR-060,Tier 2,2022-12,1160.45,30.45,1
SPLR-061,Tier 3,2022-12,1132.03,30.23,0
SPLR-062,Tier 3,2022-12,1488.89,22.54,0
SPLR-063,Tier 3,2022-12,1184.35,18.0,2
SPLR-064,Tier 2,2022-12,830.11,25.71,4
SPLR-065,Tier 3,2022-12,972.6,25.62,0
SPLR-066,Tier 3,2022-12,1341.2,30.86,0
SPLR-067,Tier 2,2022-12,1541.85,25.02,2
SPLR-068,Tier 3,2022-12,1164.07,19.89,0
SPLR-069,Tier 1,2022-12,1197.89,20.6,3
SPLR-070,Tier 3,2022-12,1432.37,29.27,3
SPLR-071,Tier 3,2022-12,685.82,23.52,0
SPLR-072,Tier 2,2022-12,803.03,27.69,2
SPLR-073,Tier 1,2022-12,995.06,24.25,0
SPLR-074,Tier 3,2022-12,935.6,24.25,1
SPLR-075,Tier 3,2022-12,1149.02,29.0,0
SPLR-076,Tier 1,2022-12,1212.37,20.98,3
SPLR-077,Tier 3,2022-12,1132.81,29.1,1
SPLR-078,Tier 3,2022-12,986.01,24.02,4
SPLR-079,Tier 2,2022-12,959.72,24.11,0
SPLR-080,Tier 1,2022-12,1048.3,17.26,1
SPLR-081,Tier 3,2022-12,1033.39,23.79,3
SPLR-082,Tier 2,2022-12,1267.14,21.75,0
SPLR-083,Tier 3,2022-12,901.24,21.19,0
SPLR-084,Tier 3,2022-12,941.94,18.52,1
SPLR-085,Tier 2,2022-12,1204.85,22.21,0
SPLR-086,Tier 3,2022-12,1268.66,23.1,0
SPLR-087,Tier 3,2022-12,1076.14,20.76,0
SPLR-088,Tier 2,2022-12,1381.09,26.41,0
SPLR-089,Tier 3,2022-12,1118.74,38.47,0
SPLR-090,Tier 2,2022-12,836.79,28.91,1
SPLR-091,Tier 3,2022-12,770.25,23.03,1
SPLR-092,Tier 3,2022-12,873.88,13.39,1
SPLR-093,Tier 3,2022-12,1326.76,28.41,1
SPLR-094,Tier 3,2022-12,1349.54,25.68,2
SPLR-095,Tier 2,2022-12,1072.76,17.97,1
SPLR-096,Tier 3,2022-12,1355.15,24.69,0
SPLR-097,Tier 2,2022-12,1030.24,30.27,0
SPLR-098,Tier 3,2022-12,1434.62,23.63,0
SPLR-099,Tier 3,2022-12,1134.61,18.72,0
SPLR-100,Tier 3,2022-12,1614.76,24.2,0
SPLR-001,Tier 2,2023-01,741.51,29.32,1
SPLR-002,Tier 2,2023-01,857.39,26.45,0
SPLR-003,Tier 3,2023-01,969.89,22.3,1
SPLR-004,Tier 3,2023-01,886.74,26.1,0
SPLR-005,Tier 2,2023-01,983.19,30.98,0
SPLR-006,Tier 1,2023-01,1338.84,25.97,2
SPLR-007,Tier 3,2023-01,956.94,21.62,1
SPLR-008,Tier 2,2023-01,1141.64,26.88,2
SPLR-009,Tier 3,2023-01,742.8,22.08,0
SPLR-010,Tier 3,2023-01,1256.81,24.86,0
SPLR-011,Tier 2,2023-01,914.07,21.66,0
SPLR-012,Tier 2,2023-01,1068.76,29.45,1
SPLR-013,Tier 1,2023-01,1073.56,18.93,4
SPLR-014,Tier 3,2023-01,1009.66,26.91,0
SPLR-015,Tier 3,2023-01,971.38,19.45,0
SPLR-016,Tier 2,2023-01,1243.08,26.08,1
SPLR-017,Tier 3,2023-01,743.19,33.62,1
SPLR-018,Tier 1,2023-01,1073.41,22.88,1
SPLR-019,Tier 3,2023-01,976.56,26.65,1
SPLR-020,Tier 3,2023-01,1004.0,19.35,1
SPLR-021,Tier 3,2023-01,982.66,26.79,1
SPLR-022,Tier 2,2023-01,1224.67,34.24,1
SPLR-023,Tier 3,2023-01,1101.57,31.48,1
SPLR-024,Tier 3,2023-01,1044.92,24.68,2
SPLR-025,Tier 3,2023-01,1226.78,17.69,1
SPLR-026,Tier 2,2023-01,1148.9,27.67,0
SPLR-027,Tier 1,2023-01,1267.49,32.36,2
SPLR-028,Tier 3,2023-01,1061.27,21.0,0
SPLR-029,Tier 3,2023-01,1295.34,22.67,1
SPLR-030,Tier 3,2023-01,1214.77,24.05,0
SPLR-031,Tier 3,2023-01,888.25,26.49,1
SPLR-032,Tier 2,2023-01,803.85,25.05,1
SPLR-033,Tier 3,2023-01,1255.82,29.08,0
SPLR-034,Tier 2,2023-01,912.03,33.74,1
SPLR-035,Tier 3,2023-01,1328.23,19.47,0
SPLR-036,Tier 2,2023-01,988.53,22.54,0
SPLR-037,Tier 3,2023-01,1349.35,23.71,0
SPLR-038,Tier 1,2023-01,1127.95,33.56,2
SPLR-039,Tier 2,2023-01,845.59,34.94,0
SPLR-040,Tier 3,2023-01,1106.5,19.96,1
SPLR-041,Tier 2,2023-01,1262.04,31.26,3
SPLR-042,Tier 3,2023-01,1040.77,29.3,0
SPLR-043,Tier 3,2023-01,1058.57,25.47,0
SPLR-044,Tier 3,2023-01,899.1,24.51,1
SPLR-045,Tier 3,2023-01,1111.71,21.6,1
SPLR-046,Tier 3,2023-01,1168.12,35.4,0
SPLR-047,Tier 2,2023-01,1133.75,18.79,0
SPLR-048,Tier 2,2023-01,1069.46,27.25,0
SPLR-049,Tier 3,2023-01,1004.47,34.44,0
SPLR-050,Tier 3,2023-01,838.29,28.27,0
SPLR-051,Tier 3,2023-01,1315.61,22.64,1
SPLR-052,Tier 1,2023-01,858.06,18.01,2
SPLR-053,Tier 1,2023-01,1069.01,20.74,2
SPLR-054,Tier 3,2023-01,1343.81,22.68,1
SPLR-055,Tier 3,2023-01,772.48,23.06,1
SPLR-056,Tier 3,2023-01,1120.07,27.25,0
SPLR-057,Tier 3,2023-01,1077.03,22.43,0
SPLR-058,Tier 2,2023-01,1174.49,20.09,3
SPLR-059,Tier 1,2023-01,909.76,23.97,3
SPLR-060,Tier 3,2023-01,1231.12,14.75,0
SPLR-061,Tier 3,2023-01,1163.9,27.14,1
SPLR-062,Tier 2,2023-01,995.16,23.56,0
SPLR-063,Tier 3,2023-01,1479.83,20.72,1
SPLR-064,Tier 3,2023-01,871.32,23.02,0
SPLR-065,Tier 1,2023-01,871.68,23.54,2
SPLR-066,Tier 3,2023-01,1485.18,25.09,1
SPLR-067,Tier 2,2023-01,1127.13,28.46,1
SPLR-068,Tier 2,2023-01,1122.48,33.16,1
SPLR-069,Tier 1,2023-01,1244.63,27.77,1
SPLR-070,Tier 3,2023-01,1343.87,25.7,0
SPLR-071,Tier 3,2023-01,1235.04,23.93,0
SPLR-072,Tier 3,2023-01,1071.27,31.09,0
SPLR-073,Tier 1,2023-01,1221.9,16.18,1
SPLR-074,Tier 1,2023-01,1420.4,21.54,4
SPLR-075,Tier 3,2023-01,952.72,29.28,1
SPLR-076,Tier 3,2023-01,1457.2,30.35,1
SPLR-077,Tier 2,2023-01,857.14,27.86,0
SPLR-078,Tier 3,2023-01,721.53,31.31,0
SPLR-079,Tier 1,2023-01,1025.1,18.95,2
SPLR-080,Tier 2,2023-01,930.04,23.88,0
SPLR-081,Tier 2,2023-01,1307.58,33.28,0
SPLR-082,Tier 2,2023-01,1011.73,22.46,2
SPLR-083,Tier 1,2023-01,766.98,31.59,0
SPLR-084,Tier 3,2023-01,1047.23,25.16,1
SPLR-085,Tier 3,2023-01,1101.32,22.48,0
SPLR-086,Tier 3,2023-01,1090.35,27.22,0
SPLR-087,Tier 1,2023-01,900.49,29.67,3
SPLR-088,Tier 2,2023-01,1346.23,23.65,1
SPLR-089,Tier 2,2023-01,1213.71,22.26,1
SPLR-090,Tier 3,2023-01,756.53,21.95,1
SPLR-091,Tier 3,2023-01,1222.88,21.12,0
SPLR-092,Tier 2,2023-01,640.69,23.13,0
SPLR-093,Tier 2,2023-01,1221.94,13.15,0
SPLR-094,Tier 3,2023-01,1375.28,26.57,1
SPLR-095,Tier 1,2023-01,996.26,21.53,2
SPLR-096,Tier 2,2023-01,1435.89,20.7,0
SPLR-097,Tier 2,2023-01,853.44,28.88,2
SPLR-098,Tier 2,2023-01,994.46,17.86,0
SPLR-099,Tier 3,2023-01,1290.38,27.58,1
SPLR-100,Tier 3,2023-01,886.93,23.35,1
SPLR-001,Tier 3,2023-02,872.16,29.47,0
SPLR-002,Tier 2,2023-02,1207.07,30.58,2
SPLR-003,Tier 3,2023-02,1633.17,21.91,0
SPLR-004,Tier 3,2023-02,777.19,21.08,0
SPLR-005,Tier 2,2023-02,1011.98,27.19,3
SPLR-006,Tier 3,2023-02,911.47,21.62,1
SPLR-007,Tier 3,2023-02,1273.07,27.26,0
SPLR-008,Tier 3,2023-02,1273.35,33.44,0
SPLR-009,Tier 1,2023-02,1235.79,33.91,1
SPLR-010,Tier 3,2023-02,947.85,28.61,1
SPLR-011,Tier 2,2023-02,1385.71,28.48,0
SPLR-012,Tier 3,2023-02,1313.29,26.63,0
SPLR-013,Tier 2,2023-02,928.97,31.25,2
SPLR-014,Tier 3,2023-02,1022.16,24.89,0
SPLR-015,Tier 3,2023-02,892.19,34.56,0
SPLR-016,Tier 2,2023-02,980.8,20.65,2
SPLR-017,Tier 3,2023-02,1118.92,29.69,0
SPLR-018,Tier 3,2023-02,941.42,25.0,0
SPLR-019,Tier 3,2023-02,801.02,30.29,1
SPLR-020,Tier 3,2023-02,1171.91,21.33,0
SPLR-021,Tier 3,2023-02,1524.98,26.22,2
SPLR-022,Tier 3,2023-02,1156.44,25.74,0
SPLR-023,Tier 3,2023-02,1217.44,19.31,1
SPLR-024,Tier 3,2023-02,1335.3,18.77,0
SPLR-025,Tier 3,2023-02,923.72,23.11,0
SPLR-026,Tier 2,2023-02,943.61,26.44,1
SPLR-027,Tier 2,2023-02,1011.02,26.38,0
SPLR-028,Tier 3,2023-02,917.42,31.78,0
SPLR-029,Tier 3,2023-02,1087.12,23.5,2
SPLR-030,Tier 1,2023-02,926.49,25.15,2
SPLR-031,Tier 2,2023-02,842.46,22.02,0
SPLR-032,Tier 3,2023-02,966.42,23.56,0
SPLR-033,Tier 1,2023-02,1076.12,26.37,5
SPLR-034,Tier 1,2023-02,933.87,16.84,3
SPLR-035,Tier 3,2023-02,917.31,26.63,0
SPLR-036,Tier 3,2023-02,1319.92,30.31,2
SPLR-037,Tier 3,2023-02,1237.89,32.2,0
SPLR-038,Tier 3,2023-02,1576.57,19.93,1
SPLR-039,Tier 3,2023-02,1071.79,20.09,0
SPLR-040,Tier 2,2023-02,927.89,25.43,0
SPLR-041,Tier 3,2023-02,1121.22,20.48,0
SPLR-042,Tier 2,2023-02,1218.47,18.65,1
SPLR-043,Tier 3,2023-02,1544.16,24.9,0
SPLR-044,Tier 3,2023-02,1276.14,17.27,2
SPLR-045,Tier 2,2023-02,936.49,31.83,1
SPLR-046,Tier 1,2023-02,1205.66,20.4,3
SPLR-047,Tier 3,2023-02,1011.64,24.22,1
SPLR-048,Tier 1,2023-02,1349.5,19.13,3
SPLR-049,Tier 3,2023-02,1125.66,20.11,1
SPLR-050,Tier 3,2023-02,1047.43,22.53,0
SPLR-051,Tier 3,2023-02,1175.48,20.1,1
SPLR-052,Tier 3,2023-02,879.02,16.56,0
SPLR-053,Tier 3,2023-02,1041.41,29.8,0
SPLR-054,Tier 3,2023-02,952.35,34.77,1
SPLR-055,Tier 2,2023-02,1163.31,25.66,0
SPLR-056,Tier 3,2023-02,1681.87,22.29,0
SPLR-057,Tier 1,2023-02,798.99,19.88,0
SPLR-058,Tier 3,2023-02,884.68,23.21,1
SPLR-059,Tier 2,2023-02,1098.14,21.59,2
SPLR-060,Tier 3,2023-02,1321.13,22.18,0
SPLR-061,Tier 3,2023-02,1106.71,21.04,1
SPLR-062,Tier 3,2023-02,941.81,22.8,0
SPLR-063,Tier 3,2023-02,1544.62,18.07,0
SPLR-064,Tier 3,2023-02,1344.34,26.59,0
SPLR-065,Tier 1,2023-02,1630.17,22.98,4
SPLR-066,Tier 2,2023-02,1197.17,20.93,0
SPLR-067,Tier 1,2023-02,1170.78,12.34,5
SPLR-068,Tier 3,2023-02,958.23,22.98,0
SPLR-069,Tier 3,2023-02,861.55,32.65,0
SPLR-070,Tier 3,2023-02,1259.44,26.04,0
SPLR-071,Tier 2,2023-02,1026.48,17.75,0
SPLR-072,Tier 1,2023-02,1168.65,27.09,3
SPLR-073,Tier 3,2023-02,1172.52,30.51,1
